"year","from","to","points"
1990,"Yugoslavia","Austria",8
1990,"Yugoslavia","France",12
1990,"Yugoslavia","Iceland",4
1990,"Yugoslavia","Israel",1
1990,"Yugoslavia","Italy",6
1990,"Yugoslavia","Luxembourg",2
1990,"Yugoslavia","Spain",3
1990,"Yugoslavia","Switzerland",5
1990,"Yugoslavia","Turkey",7
1990,"Yugoslavia","United Kingdom",10
1991,"Austria","Belgium",3
1991,"Austria","France",12
1991,"Austria","Greece",2
1991,"Austria","Ireland",1
1991,"Austria","Luxembourg",5
1991,"Austria","Malta",4
1991,"Austria","Spain",7
1991,"Austria","Sweden",10
1991,"Austria","Switzerland",8
1991,"Austria","United Kingdom",6
1991,"Belgium","France",7
1991,"Belgium","Greece",1
1991,"Belgium","Ireland",5
1991,"Belgium","Israel",8
1991,"Belgium","Luxembourg",2
1991,"Belgium","Malta",4
1991,"Belgium","Spain",6
1991,"Belgium","Sweden",10
1991,"Belgium","Switzerland",12
1991,"Belgium","United Kingdom",3
1991,"Cyprus","France",7
1991,"Cyprus","Germany",3
1991,"Cyprus","Greece",10
1991,"Cyprus","Israel",5
1991,"Cyprus","Luxembourg",2
1991,"Cyprus","Portugal",4
1991,"Cyprus","Spain",12
1991,"Cyprus","Sweden",6
1991,"Cyprus","Switzerland",8
1991,"Cyprus","United Kingdom",1
1991,"Denmark","Germany",6
1991,"Denmark","Ireland",7
1991,"Denmark","Israel",10
1991,"Denmark","Luxembourg",4
1991,"Denmark","Norway",2
1991,"Denmark","Portugal",1
1991,"Denmark","Sweden",12
1991,"Denmark","Switzerland",5
1991,"Denmark","Turkey",8
1991,"Denmark","United Kingdom",3
1991,"Finland","Belgium",3
1991,"Finland","France",10
1991,"Finland","Greece",1
1991,"Finland","Ireland",2
1991,"Finland","Israel",6
1991,"Finland","Italy",12
1991,"Finland","Portugal",7
1991,"Finland","Spain",4
1991,"Finland","Sweden",8
1991,"Finland","Switzerland",5
1991,"France","Belgium",5
1991,"France","Cyprus",12
1991,"France","Israel",3
1991,"France","Italy",8
1991,"France","Malta",2
1991,"France","Portugal",10
1991,"France","Spain",6
1991,"France","Switzerland",4
1991,"France","Turkey",7
1991,"France","United Kingdom",1
1991,"Germany","Cyprus",1
1991,"Germany","France",8
1991,"Germany","Iceland",5
1991,"Germany","Ireland",2
1991,"Germany","Luxembourg",3
1991,"Germany","Malta",10
1991,"Germany","Norway",4
1991,"Germany","Spain",7
1991,"Germany","Sweden",12
1991,"Germany","Switzerland",6
1991,"Greece","Cyprus",12
1991,"Greece","Finland",1
1991,"Greece","France",8
1991,"Greece","Israel",5
1991,"Greece","Italy",6
1991,"Greece","Malta",2
1991,"Greece","Portugal",4
1991,"Greece","Spain",10
1991,"Greece","Switzerland",7
1991,"Greece","United Kingdom",3
1991,"Iceland","Cyprus",3
1991,"Iceland","Finland",1
1991,"Iceland","France",7
1991,"Iceland","Israel",10
1991,"Iceland","Luxembourg",4
1991,"Iceland","Norway",6
1991,"Iceland","Portugal",8
1991,"Iceland","Spain",2
1991,"Iceland","Sweden",12
1991,"Iceland","Switzerland",5
1991,"Ireland","Cyprus",5
1991,"Ireland","Finland",4
1991,"Ireland","France",7
1991,"Ireland","Greece",1
1991,"Ireland","Israel",8
1991,"Ireland","Italy",10
1991,"Ireland","Malta",12
1991,"Ireland","Spain",6
1991,"Ireland","Sweden",3
1991,"Ireland","Switzerland",2
1991,"Israel","Cyprus",6
1991,"Israel","France",12
1991,"Israel","Greece",4
1991,"Israel","Ireland",1
1991,"Israel","Italy",3
1991,"Israel","Spain",2
1991,"Israel","Sweden",10
1991,"Israel","Switzerland",8
1991,"Israel","Turkey",7
1991,"Israel","United Kingdom",5
1991,"Italy","Belgium",5
1991,"Italy","France",12
1991,"Italy","Greece",2
1991,"Italy","Iceland",7
1991,"Italy","Ireland",3
1991,"Italy","Malta",10
1991,"Italy","Portugal",1
1991,"Italy","Switzerland",4
1991,"Italy","Turkey",8
1991,"Italy","United Kingdom",6
1991,"Luxembourg","Cyprus",4
1991,"Luxembourg","Ireland",8
1991,"Luxembourg","Israel",5
1991,"Luxembourg","Malta",10
1991,"Luxembourg","Norway",1
1991,"Luxembourg","Portugal",2
1991,"Luxembourg","Spain",6
1991,"Luxembourg","Sweden",7
1991,"Luxembourg","Switzerland",12
1991,"Luxembourg","United Kingdom",3
1991,"Malta","Cyprus",12
1991,"Malta","France",3
1991,"Malta","Greece",5
1991,"Malta","Ireland",4
1991,"Malta","Israel",8
1991,"Malta","Italy",2
1991,"Malta","Spain",6
1991,"Malta","Turkey",7
1991,"Malta","United Kingdom",10
1991,"Malta","Yugoslavia",1
1991,"Norway","Denmark",5
1991,"Norway","France",12
1991,"Norway","Greece",1
1991,"Norway","Israel",7
1991,"Norway","Italy",10
1991,"Norway","Malta",6
1991,"Norway","Portugal",2
1991,"Norway","Spain",4
1991,"Norway","Sweden",8
1991,"Norway","Switzerland",3
1991,"Portugal","Cyprus",3
1991,"Portugal","France",5
1991,"Portugal","Israel",4
1991,"Portugal","Italy",12
1991,"Portugal","Luxembourg",2
1991,"Portugal","Malta",7
1991,"Portugal","Spain",8
1991,"Portugal","Sweden",10
1991,"Portugal","Switzerland",6
1991,"Portugal","United Kingdom",1
1991,"Spain","Belgium",3
1991,"Spain","France",8
1991,"Spain","Germany",1
1991,"Spain","Greece",5
1991,"Spain","Israel",12
1991,"Spain","Italy",7
1991,"Spain","Malta",6
1991,"Spain","Portugal",10
1991,"Spain","Sweden",4
1991,"Spain","Turkey",2
1991,"Sweden","Belgium",2
1991,"Sweden","Denmark",3
1991,"Sweden","France",5
1991,"Sweden","Iceland",10
1991,"Sweden","Israel",6
1991,"Sweden","Luxembourg",1
1991,"Sweden","Malta",12
1991,"Sweden","Portugal",7
1991,"Sweden","Spain",4
1991,"Sweden","Switzerland",8
1991,"Switzerland","France",7
1991,"Switzerland","Iceland",4
1991,"Switzerland","Ireland",3
1991,"Switzerland","Israel",8
1991,"Switzerland","Italy",2
1991,"Switzerland","Malta",6
1991,"Switzerland","Portugal",1
1991,"Switzerland","Spain",12
1991,"Switzerland","Sweden",10
1991,"Switzerland","United Kingdom",5
1991,"Turkey","Ireland",4
1991,"Turkey","Israel",12
1991,"Turkey","Italy",10
1991,"Turkey","Luxembourg",3
1991,"Turkey","Malta",7
1991,"Turkey","Norway",1
1991,"Turkey","Portugal",5
1991,"Turkey","Spain",8
1991,"Turkey","Sweden",6
1991,"Turkey","Switzerland",2
1991,"United Kingdom","Belgium",2
1991,"United Kingdom","France",6
1991,"United Kingdom","Ireland",4
1991,"United Kingdom","Israel",10
1991,"United Kingdom","Luxembourg",3
1991,"United Kingdom","Malta",7
1991,"United Kingdom","Spain",1
1991,"United Kingdom","Sweden",12
1991,"United Kingdom","Switzerland",8
1991,"United Kingdom","Turkey",5
1991,"Yugoslavia","Cyprus",2
1991,"Yugoslavia","France",10
1991,"Yugoslavia","Greece",4
1991,"Yugoslavia","Ireland",3
1991,"Yugoslavia","Israel",12
1991,"Yugoslavia","Italy",7
1991,"Yugoslavia","Malta",1
1991,"Yugoslavia","Spain",8
1991,"Yugoslavia","Sweden",6
1991,"Yugoslavia","Switzerland",5
1992,"Austria","Denmark",3
1992,"Austria","Greece",4
1992,"Austria","Iceland",7
1992,"Austria","Ireland",10
1992,"Austria","Israel",1
1992,"Austria","Italy",6
1992,"Austria","Malta",8
1992,"Austria","Spain",2
1992,"Austria","The Netherlands",5
1992,"Austria","United Kingdom",12
1992,"Belgium","Austria",8
1992,"Belgium","Germany",6
1992,"Belgium","Iceland",4
1992,"Belgium","Ireland",7
1992,"Belgium","Malta",10
1992,"Belgium","Norway",3
1992,"Belgium","Spain",1
1992,"Belgium","Switzerland",5
1992,"Belgium","The Netherlands",2
1992,"Belgium","United Kingdom",12
1992,"Cyprus","Austria",8
1992,"Cyprus","France",3
1992,"Cyprus","Greece",12
1992,"Cyprus","Ireland",5
1992,"Cyprus","Israel",4
1992,"Cyprus","Italy",10
1992,"Cyprus","Malta",1
1992,"Cyprus","The Netherlands",7
1992,"Cyprus","United Kingdom",6
1992,"Cyprus","Yugoslavia",2
1992,"Denmark","Austria",7
1992,"Denmark","Germany",3
1992,"Denmark","Iceland",5
1992,"Denmark","Ireland",10
1992,"Denmark","Israel",2
1992,"Denmark","Malta",8
1992,"Denmark","Norway",6
1992,"Denmark","Spain",1
1992,"Denmark","Sweden",4
1992,"Denmark","United Kingdom",12
1992,"Finland","Cyprus",8
1992,"Finland","France",7
1992,"Finland","Greece",5
1992,"Finland","Ireland",10
1992,"Finland","Italy",12
1992,"Finland","Norway",1
1992,"Finland","Portugal",2
1992,"Finland","Spain",3
1992,"Finland","United Kingdom",6
1992,"Finland","Yugoslavia",4
1992,"France","Belgium",3
1992,"France","Cyprus",2
1992,"France","Greece",7
1992,"France","Israel",8
1992,"France","Italy",12
1992,"France","Spain",6
1992,"France","Sweden",1
1992,"France","The Netherlands",4
1992,"France","United Kingdom",10
1992,"France","Yugoslavia",5
1992,"Germany","Denmark",5
1992,"Germany","France",3
1992,"Germany","Iceland",6
1992,"Germany","Ireland",10
1992,"Germany","Israel",4
1992,"Germany","Italy",1
1992,"Germany","Portugal",8
1992,"Germany","The Netherlands",7
1992,"Germany","United Kingdom",12
1992,"Germany","Yugoslavia",2
1992,"Greece","Austria",8
1992,"Greece","Cyprus",10
1992,"Greece","Iceland",6
1992,"Greece","Ireland",12
1992,"Greece","Italy",3
1992,"Greece","Malta",7
1992,"Greece","Portugal",2
1992,"Greece","Spain",4
1992,"Greece","The Netherlands",5
1992,"Greece","Yugoslavia",1
1992,"Iceland","Denmark",6
1992,"Iceland","Greece",2
1992,"Iceland","Ireland",7
1992,"Iceland","Italy",10
1992,"Iceland","Malta",8
1992,"Iceland","Norway",1
1992,"Iceland","Switzerland",12
1992,"Iceland","The Netherlands",3
1992,"Iceland","United Kingdom",4
1992,"Iceland","Yugoslavia",5
1992,"Ireland","Austria",12
1992,"Ireland","Cyprus",6
1992,"Ireland","France",5
1992,"Ireland","Germany",2
1992,"Ireland","Malta",10
1992,"Ireland","Switzerland",1
1992,"Ireland","The Netherlands",8
1992,"Ireland","Turkey",3
1992,"Ireland","United Kingdom",7
1992,"Ireland","Yugoslavia",4
1992,"Israel","Cyprus",3
1992,"Israel","Denmark",6
1992,"Israel","Finland",1
1992,"Israel","France",12
1992,"Israel","Greece",7
1992,"Israel","Iceland",4
1992,"Israel","Portugal",8
1992,"Israel","The Netherlands",5
1992,"Israel","United Kingdom",2
1992,"Israel","Yugoslavia",10
1992,"Italy","Cyprus",4
1992,"Italy","France",6
1992,"Italy","Greece",12
1992,"Italy","Iceland",5
1992,"Italy","Ireland",2
1992,"Italy","Malta",3
1992,"Italy","Portugal",1
1992,"Italy","Spain",7
1992,"Italy","Switzerland",10
1992,"Italy","United Kingdom",8
1992,"Luxembourg","Belgium",1
1992,"Luxembourg","Denmark",6
1992,"Luxembourg","Iceland",5
1992,"Luxembourg","Ireland",10
1992,"Luxembourg","Israel",8
1992,"Luxembourg","Malta",12
1992,"Luxembourg","Norway",4
1992,"Luxembourg","Spain",3
1992,"Luxembourg","United Kingdom",7
1992,"Luxembourg","Yugoslavia",2
1992,"Malta","Austria",4
1992,"Malta","Cyprus",1
1992,"Malta","Ireland",12
1992,"Malta","Israel",7
1992,"Malta","Italy",5
1992,"Malta","Luxembourg",10
1992,"Malta","Spain",2
1992,"Malta","Turkey",8
1992,"Malta","United Kingdom",6
1992,"Malta","Yugoslavia",3
1992,"Norway","Cyprus",3
1992,"Norway","Denmark",6
1992,"Norway","France",10
1992,"Norway","Greece",8
1992,"Norway","Iceland",1
1992,"Norway","Ireland",7
1992,"Norway","Israel",2
1992,"Norway","Italy",12
1992,"Norway","Spain",5
1992,"Norway","The Netherlands",4
1992,"Portugal","Austria",3
1992,"Portugal","Cyprus",2
1992,"Portugal","Denmark",1
1992,"Portugal","Germany",10
1992,"Portugal","Greece",5
1992,"Portugal","Iceland",6
1992,"Portugal","Ireland",4
1992,"Portugal","Israel",7
1992,"Portugal","Italy",8
1992,"Portugal","Malta",12
1992,"Spain","Austria",2
1992,"Spain","Belgium",3
1992,"Spain","Denmark",4
1992,"Spain","France",6
1992,"Spain","Iceland",8
1992,"Spain","Ireland",1
1992,"Spain","Israel",10
1992,"Spain","Malta",12
1992,"Spain","The Netherlands",7
1992,"Spain","United Kingdom",5
1992,"Sweden","Austria",1
1992,"Sweden","Denmark",7
1992,"Sweden","Greece",3
1992,"Sweden","Iceland",6
1992,"Sweden","Ireland",10
1992,"Sweden","Israel",4
1992,"Sweden","Italy",8
1992,"Sweden","Malta",12
1992,"Sweden","Norway",2
1992,"Sweden","United Kingdom",5
1992,"Switzerland","Cyprus",2
1992,"Switzerland","France",12
1992,"Switzerland","Greece",10
1992,"Switzerland","Iceland",3
1992,"Switzerland","Ireland",6
1992,"Switzerland","Israel",4
1992,"Switzerland","Italy",7
1992,"Switzerland","Malta",5
1992,"Switzerland","The Netherlands",1
1992,"Switzerland","United Kingdom",8
1992,"The Netherlands","Cyprus",8
1992,"The Netherlands","France",6
1992,"The Netherlands","Greece",4
1992,"The Netherlands","Iceland",2
1992,"The Netherlands","Ireland",10
1992,"The Netherlands","Israel",3
1992,"The Netherlands","Italy",12
1992,"The Netherlands","Malta",5
1992,"The Netherlands","Spain",1
1992,"The Netherlands","United Kingdom",7
1992,"Turkey","Belgium",4
1992,"Turkey","France",3
1992,"Turkey","Greece",8
1992,"Turkey","Ireland",12
1992,"Turkey","Israel",2
1992,"Turkey","Italy",5
1992,"Turkey","Spain",1
1992,"Turkey","The Netherlands",7
1992,"Turkey","United Kingdom",10
1992,"Turkey","Yugoslavia",6
1992,"United Kingdom","Austria",10
1992,"United Kingdom","Denmark",3
1992,"United Kingdom","Germany",6
1992,"United Kingdom","Iceland",12
1992,"United Kingdom","Ireland",8
1992,"United Kingdom","Israel",7
1992,"United Kingdom","Norway",5
1992,"United Kingdom","Spain",1
1992,"United Kingdom","Switzerland",4
1992,"United Kingdom","The Netherlands",2
1992,"Yugoslavia","Cyprus",8
1992,"Yugoslavia","Finland",3
1992,"Yugoslavia","Greece",7
1992,"Yugoslavia","Ireland",2
1992,"Yugoslavia","Israel",12
1992,"Yugoslavia","Malta",10
1992,"Yugoslavia","Norway",1
1992,"Yugoslavia","Portugal",5
1992,"Yugoslavia","Sweden",4
1992,"Yugoslavia","Turkey",6
1993,"Austria","France",7
1993,"Austria","Iceland",1
1993,"Austria","Ireland",8
1993,"Austria","Malta",4
1993,"Austria","Portugal",5
1993,"Austria","Spain",2
1993,"Austria","Sweden",10
1993,"Austria","Switzerland",6
1993,"Austria","The Netherlands",3
1993,"Austria","United Kingdom",12
1993,"Belgium","Austria",3
1993,"Belgium","Bosnia & Herzegovina",1
1993,"Belgium","Croatia",4
1993,"Belgium","Ireland",2
1993,"Belgium","Norway",6
1993,"Belgium","Spain",5
1993,"Belgium","Sweden",10
1993,"Belgium","Switzerland",8
1993,"Belgium","The Netherlands",7
1993,"Belgium","United Kingdom",12
1993,"Bosnia & Herzegovina","Austria",12
1993,"Bosnia & Herzegovina","Denmark",5
1993,"Bosnia & Herzegovina","Ireland",8
1993,"Bosnia & Herzegovina","Malta",4
1993,"Bosnia & Herzegovina","Norway",7
1993,"Bosnia & Herzegovina","Slovenia",1
1993,"Bosnia & Herzegovina","Spain",6
1993,"Bosnia & Herzegovina","The Netherlands",10
1993,"Bosnia & Herzegovina","Turkey",2
1993,"Bosnia & Herzegovina","United Kingdom",3
1993,"Croatia","France",8
1993,"Croatia","Iceland",5
1993,"Croatia","Ireland",6
1993,"Croatia","Malta",4
1993,"Croatia","Norway",12
1993,"Croatia","Spain",7
1993,"Croatia","Switzerland",2
1993,"Croatia","The Netherlands",3
1993,"Croatia","Turkey",1
1993,"Croatia","United Kingdom",10
1993,"Cyprus","France",10
1993,"Cyprus","Greece",12
1993,"Cyprus","Iceland",2
1993,"Cyprus","Ireland",7
1993,"Cyprus","Malta",1
1993,"Cyprus","Norway",8
1993,"Cyprus","Portugal",3
1993,"Cyprus","Spain",5
1993,"Cyprus","Switzerland",6
1993,"Cyprus","United Kingdom",4
1993,"Denmark","Cyprus",2
1993,"Denmark","France",12
1993,"Denmark","Germany",3
1993,"Denmark","Iceland",4
1993,"Denmark","Ireland",6
1993,"Denmark","Malta",5
1993,"Denmark","Portugal",1
1993,"Denmark","Sweden",7
1993,"Denmark","Switzerland",10
1993,"Denmark","United Kingdom",8
1993,"Finland","France",1
1993,"Finland","Greece",6
1993,"Finland","Ireland",3
1993,"Finland","Italy",8
1993,"Finland","Norway",12
1993,"Finland","Portugal",2
1993,"Finland","Spain",10
1993,"Finland","Sweden",7
1993,"Finland","Switzerland",4
1993,"Finland","United Kingdom",5
1993,"France","Austria",3
1993,"France","Bosnia & Herzegovina",4
